Problem Type,Multi Vehicle Solution Method,Multi Vehicle Clustering Method,Single Vehicle Solution Method,Single Vehicle Clustering Method,Number of Vehicles,Max Route Time,Max Route Time wo Turns,Total Route Time,Total Route Time wo Turns,Avg Route Time,Avg Route Time wo Turns,Std Dev Route Time,Std Dev Route Time wo Turns,Min Route Time,Min Route Time wo Turns,Range Route Time,Range Route Time wo Turns,Shortest Path Time(Sec),Balanced GP Time(Sec),Capacitated GP Time(Sec),Computational Time(Sec),VA(NHO),VA(ATD),VA(CCI),VA(DMT),VA(ROI),VA(AOI),Optimal,Lower Bound,MIP Gap
3,1,1,1,11,3,33976,31801,90003.1,82803.1,30001,27601,3496.6,3638.64,27400.4,25401.7,6575.57,6399.34,0.201,0.780404,0.662,5.49574,0.160552,256.426,1.09302,17386.9,0.867126,0.954126,1,-1,2.14218e-05
Vehicle No,Load No,Sequence No,Arc,From Node,To Node,Is Edge,Required,Demand,Traveling Cost,Service Cost,Driver's Service Cost,Served,Dumped,Turn Type,Turn Cost,Depart Time,Arrival Time,Visit No,Shape
0,0,0,898,463,130,0,0,0,917.8,0,0,0,0,None,0,0,917.8,1,LINESTRING(-94.735139 39.691017	-94.732179 39.691635	-94.732096 39.691653	-94.731921 39.691215	-94.731769 39.690995	-94.731579 39.690806	-94.730963 39.690331	-94.729823 39.689502	-94.729449 39.689143	-94.728968 39.688880	-94.728797 39.688756	-94.728360 39.688439	-94.728011 39.688194	-94.727351 39.687752	-94.727048 39.687534	-94.726672 39.687285	-94.726258 39.687009	-94.726127 39.686921	-94.725912 39.686776	-94.725427 39.686452	-94.725273 39.686351	-94.724725 39.685984	-94.724649 39.685932	-94.724473 39.685821	-94.724195 39.685633	-94.724053 39.685530	-94.723756 39.685325	-94.722864 39.684710	-94.722740 39.684623	-94.722424 39.684390	-94.722166 39.684201	-94.721158 39.683451	-94.719528 39.682237	-94.719038 39.681870	-94.718819 39.681706	-94.718628 39.681569	-94.718359 39.681381	-94.718105 39.681202	-94.717698 39.680823	-94.717652 39.680793	-94.717382 39.680594	-94.717309 39.680539	-94.717222 39.680479	-94.717104 39.680586	-94.716818 39.680843	-94.716123 39.681476	-94.715297 39.682226	-94.714898 39.682604	-94.714295 39.683172	-94.712942 39.684175	-94.709940 39.683581	-94.708018 39.681411	-94.707599 39.680863	-94.707467 39.680629	-94.706470 39.678488	-94.705526 39.676426	-94.705459 39.676280	-94.705058 39.675379	-94.704362 39.673904	-94.703788 39.672660	-94.703556 39.672461	-94.700421 39.668910	-94.700052 39.668629	-94.700011 39.668604	-94.695553 39.665307	-94.695355 39.665166	-94.695114 39.664982	-94.694593 39.664582	-94.690343 39.661412	-94.690298 39.661384	-94.690174 39.661308	-94.690080 39.661246	-94.689254 39.660652	-94.685225 39.657599	-94.685064 39.657404	-94.682961 39.655793	-94.682528 39.655468	-94.681778 39.654919	-94.681550 39.654841	-94.681273 39.654674	-94.680809 39.654348	-94.678118 39.652318	-94.677697 39.651991	-94.677658 39.651954	-94.677571 39.651876	-94.674086 39.649257	-94.670702 39.646745	-94.668486 39.645117	-94.665641 39.642910	-94.664398 39.641983	-94.662302 39.640429	-94.661806 39.640060	-94.661365 39.639735	-94.661140 39.639569	-94.660818 39.639330	-94.660511 39.639105	-94.659670 39.638482	-94.654915 39.634944	-94.654486 39.634618	-94.653097 39.633543	-94.652072 39.632782	-94.651763 39.632573	-94.651149 39.632112	-94.650748 39.631811	-94.649814 39.631103	-94.649181 39.630679	-94.648445 39.630110	-94.648278 39.629972	-94.648165 39.629890	-94.647850 39.629658	-94.647363 39.629291	-94.646572 39.628682	-94.645437 39.627813	-94.642446 39.625558	-94.639342 39.623219	-94.638932 39.622939	-94.637717 39.622156	-94.636631 39.621458	-94.636514 39.621367	-94.634470 39.619941	-94.633946 39.619431	-94.633217 39.618565	-94.633027 39.618291	-94.632939 39.618143	-94.632589 39.617546	-94.632354 39.617050	-94.632044 39.614007	-94.632068 39.613930	-94.632122 39.613791	-94.632256 39.613362	-94.632283 39.613286	-94.633024 39.611872	-94.635135 39.609703	-94.635391 39.609344	-94.636831 39.608001	-94.638769 39.606175	-94.641225 39.603862	-94.641533 39.603634	-94.643132 39.602132	-94.644070 39.601265	-94.644481 39.600756	-94.644521 39.600703	-94.644572 39.600655	-94.645055 39.600224	-94.646144 39.599155	-94.646851 39.598471	-94.648601 39.596869	-94.651801 39.593837	-94.653919 39.591847	-94.654013 39.591763	-94.654954 39.590883	-94.655920 39.590012	-94.657565 39.588573	-94.659665 39.586645	-94.659873 39.586455	-94.660344 39.585908	-94.660426 39.585829	-94.666974 39.579669	-94.670114 39.576715	-94.670266 39.576604	-94.672253 39.574326	-94.674479 39.571571	-94.676661 39.568995	-94.677452 39.568063	-94.679773 39.565636	-94.680532 39.565043	-94.682990 39.562973	-94.683710 39.562441	-94.684193 39.562088	-94.684566 39.561839	-94.688253 39.559545	-94.691346 39.557619	-94.694212 39.556114	-94.696068 39.555833	-94.696635 39.555846	-94.696811 39.555847	-94.697941 39.555706	-94.698095 39.555617	-94.698307 39.555422	-94.698613 39.555069)
0,0,1,655,130,207,0,0,0,2.4,0,0,0,0,Right,5,922.8,925.2,1,LINESTRING(-94.698613 39.555069	-94.698919 39.555214)
0,0,2,540,207,424,0,0,0,1,0,0,0,0,Straight,0,925.2,926.2,1,LINESTRING(-94.698919 39.555214	-94.699064 39.555282)
0,0,3,791,424,126,0,0,0,5.2,0,0,0,0,Straight,0,926.2,931.4,1,LINESTRING(-94.699064 39.555282	-94.699280 39.555384	-94.699455 39.555465	-94.699866 39.555655)
0,0,4,713,126,451,0,0,0,1.4,0,0,0,0,Straight,0,931.4,932.8,1,LINESTRING(-94.699866 39.555655	-94.700083 39.555754)
0,0,5,821,451,127,0,0,0,2.9,0,0,0,0,Straight,0,932.8,935.7,1,LINESTRING(-94.700083 39.555754	-94.700531 39.555957)
0,0,6,736,127,294,0,0,0,5.7,0,0,0,0,Straight,0,935.7,941.4,1,LINESTRING(-94.700531 39.555957	-94.701242 39.556282)
0,0,7,744,294,193,0,0,0,2.2,0,0,0,0,Straight,0,941.4,943.6,1,LINESTRING(-94.701242 39.556282	-94.701416 39.556362)
0,0,8,509,193,197,0,0,0,10.6,0,0,0,0,Straight,0,943.6,954.2,1,LINESTRING(-94.701416 39.556362	-94.701626 39.556460	-94.701937 39.556604)
0,0,9,671,197,86,0,0,0,1,0,0,0,0,Left,25,979.2,980.2,1,LINESTRING(-94.701937 39.556604	-94.701994 39.556549)
0,0,10,839,86,198,0,0,0,1.4,0,0,0,0,Straight,0,980.2,981.6,1,LINESTRING(-94.701994 39.556549	-94.702073 39.556466)
0,0,11,728,198,195,0,0,0,3.9,0,0,0,0,Straight,0,981.6,985.5,1,LINESTRING(-94.702073 39.556466	-94.702335 39.556217)
0,0,12,524,195,326,0,0,0,3.8,0,0,0,0,Straight,0,985.5,989.3,1,LINESTRING(-94.702335 39.556217	-94.702619 39.555961)
0,0,13,769,326,210,0,0,0,1.7,0,0,0,0,Straight,0,989.3,991,1,LINESTRING(-94.702619 39.555961	-94.702637 39.555945	-94.702751 39.555863)
0,0,14,543,210,77,0,0,0,5.9,0,0,0,0,Straight,0,991,996.9,1,LINESTRING(-94.702751 39.555863	-94.702871 39.555793	-94.703011 39.555724	-94.703206 39.555644)
0,0,15,248,77,431,0,1,200,10.9,98.9,105.823,1,0,Right,5,1001.9,1107.72,1,LINESTRING(-94.703206 39.555644	-94.703493 39.556028)
0,0,16,249,431,429,0,1,400,19.7,195.7,209.399,1,0,Straight,0,1107.72,1317.12,1,LINESTRING(-94.703493 39.556028	-94.703580 39.556148	-94.703630 39.556210	-94.703688 39.556265	-94.703749 39.556311	-94.703831 39.556367	-94.703901 39.556409	-94.704110 39.556538)
0,0,17,427,429,421,0,1,350,34.2,188.2,201.374,1,0,Straight,0,1317.12,1518.5,1,LINESTRING(-94.704110 39.556538	-94.704218 39.556574	-94.704808 39.556853)
0,0,18,260,421,76,0,1,350,35.2,189.2,202.444,1,0,Straight,0,1518.5,1720.94,1,LINESTRING(-94.704808 39.556853	-94.704888 39.556891	-94.705210 39.557068	-94.705493 39.557216)
0,0,19,256,76,429,0,1,900,87.5,483.5,517.345,1,0,Right,5,1725.94,2243.28,1,LINESTRING(-94.705493 39.557216	-94.705346 39.557344	-94.705168 39.557506	-94.705056 39.557601	-94.704996 39.557618	-94.704940 39.557616	-94.704871 39.557598	-94.703914 39.557173	-94.703829 39.557141	-94.703802 39.557113	-94.703788 39.557082	-94.703792 39.557018	-94.704110 39.556538)
0,0,20,427,429,421,0,1,350,34.2,188.2,201.374,0,0,Right,5,2248.28,2282.48,2,LINESTRING(-94.704110 39.556538	-94.704218 39.556574	-94.704808 39.556853)
0,0,21,109,421,434,1,1,100,28.3,72.3,77.361,1,0,Left,25,2307.48,2384.85,1,LINESTRING(-94.704808 39.556853	-94.705064 39.556640)
0,0,22,110,434,423,1,1,450,16.8,214.8,229.836,0,0,Straight,0,2384.85,2401.65,1,LINESTRING(-94.705064 39.556640	-94.705293 39.556449)
